,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,genres,name,character,role,release_year,seasons,imdb_score,imdb_votes,production_countries
89036,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Rina Hidaka,Silica (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89037,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Hiroaki Hirata,Klein (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89038,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Hiroki Yasumoto,Agil (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89039,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Kaori Maeda,Selka (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89040,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Isshin Chiba,Critter (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89041,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Taku Yashiro,Iskahn (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89042,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Yuko Kaida,Dee Eye Ell (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89043,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Junya Enoki,Lilpilin (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89044,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Miyuki Sawashiro,Sinon (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89045,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Kanae Ito,Yui (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89046,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Yoshitsugu Matsuoka,Kirito (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89047,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Ayahi Takagaki,Lisbeth (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89048,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Ayana Taketatsu,Leafa (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89049,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Sanae Kobayashi,Rinko Koujiro (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89050,ts20429,0.0,1.0,0.0,Sword Art Online,SHOW,TV-MA,23,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",Haruka Tomatsu,Asuna (voice),ACTOR,2012,4.0,7.6,43727.0,['JP']
89091,ts20834,0.0,1.0,0.0,Nashville,SHOW,TV-14,43,"['drama', 'music', 'romance']",Hayden Panettiere,Juliette Barnes,ACTOR,2012,6.0,7.7,25252.0,['US']
89092,ts20834,0.0,1.0,0.0,Nashville,SHOW,TV-14,43,"['drama', 'music', 'romance']",Clare Bowen,Scarlett O'Connor,ACTOR,2012,6.0,7.7,25252.0,['US']
89093,ts20834,0.0,1.0,0.0,Nashville,SHOW,TV-14,43,"['drama', 'music', 'romance']",Charles Esten,Deacon Claybourne,ACTOR,2012,6.0,7.7,25252.0,['US']
89094,ts20834,0.0,1.0,0.0,Nashville,SHOW,TV-14,43,"['drama', 'music', 'romance']",Jonathan Jackson,Avery Barkley,ACTOR,2012,6.0,7.7,25252.0,['US']
89095,ts20834,0.0,1.0,0.0,Nashville,SHOW,TV-14,43,"['drama', 'music', 'romance']",Lennon Stella,Maddie Conrad,ACTOR,2012,6.0,7.7,25252.0,['US']
89096,ts20834,0.0,1.0,0.0,Nashville,SHOW,TV-14,43,"['drama', 'music', 'romance']",Maisy Stella,Daphne Conrad,ACTOR,2012,6.0,7.7,25252.0,['US']
89097,ts20834,0.0,1.0,0.0,Nashville,SHOW,TV-14,43,"['drama', 'music', 'romance']",Sam Palladio,Gunnar Scott,ACTOR,2012,6.0,7.7,25252.0,['US']
89107,ts9006,0.0,1.0,1.0,The Amazing World of Gumball,SHOW,TV-Y7,10,"['scifi', 'comedy', 'romance', 'animation', 'family', 'fantasy']",Sandra Dickinson,Granny Jojo,ACTOR,2011,6.0,8.3,29336.0,"['US', 'GB']"
89108,ts9006,0.0,1.0,1.0,The Amazing World of Gumball,SHOW,TV-Y7,10,"['scifi', 'comedy', 'romance', 'animation', 'family', 'fantasy']",Kerry Shale,Larry Needlemeyer,ACTOR,2011,6.0,8.3,29336.0,"['US', 'GB']"
89109,ts9006,0.0,1.0,1.0,The Amazing World of Gumball,SHOW,TV-Y7,10,"['scifi', 'comedy', 'romance', 'animation', 'family', 'fantasy']",Dan Russell,Richard Watterson,ACTOR,2011,6.0,8.3,29336.0,"['US', 'GB']"
89110,ts9006,0.0,1.0,1.0,The Amazing World of Gumball,SHOW,TV-Y7,10,"['scifi', 'comedy', 'romance', 'animation', 'family', 'fantasy']",Teresa Gallagher,Nicole Watterson,ACTOR,2011,6.0,8.3,29336.0,"['US', 'GB']"
89111,ts9006,0.0,1.0,1.0,The Amazing World of Gumball,SHOW,TV-Y7,10,"['scifi', 'comedy', 'romance', 'animation', 'family', 'fantasy']",Kyla Rae Kowalewski,Anais Watterson,ACTOR,2011,6.0,8.3,29336.0,"['US', 'GB']"
89112,ts9006,0.0,1.0,1.0,The Amazing World of Gumball,SHOW,TV-Y7,10,"['scifi', 'comedy', 'romance', 'animation', 'family', 'fantasy']",Jessica McDonald,Carrie Krueger,ACTOR,2011,6.0,8.3,29336.0,"['US', 'GB']"
89113,ts9006,0.0,1.0,1.0,The Amazing World of Gumball,SHOW,TV-Y7,10,"['scifi', 'comedy', 'romance', 'animation', 'family', 'fantasy']",Stefan Ashton Frank,Mr. Robinson / Tina Rex / Gaylord Robinson / ... (voice),ACTOR,2011,6.0,8.3,29336.0,"['US', 'GB']"
89267,ts21503,0.0,1.0,0.0,The Mindy Project,SHOW,TV-PG,22,['comedy'],Mindy Kaling,Mindy Lahiri,ACTOR,2012,6.0,7.4,31442.0,['US']
89268,ts21503,0.0,1.0,0.0,The Mindy Project,SHOW,TV-PG,22,['comedy'],Ed Weeks,Jeremy Reed,ACTOR,2012,6.0,7.4,31442.0,['US']
89269,ts21503,0.0,1.0,0.0,The Mindy Project,SHOW,TV-PG,22,['comedy'],Ike Barinholtz,Morgan Tookers,ACTOR,2012,6.0,7.4,31442.0,['US']
89270,ts21503,0.0,1.0,0.0,The Mindy Project,SHOW,TV-PG,22,['comedy'],Beth Grant,Beverly,ACTOR,2012,6.0,7.4,31442.0,['US']
89271,ts21503,0.0,1.0,0.0,The Mindy Project,SHOW,TV-PG,22,['comedy'],Xosha Roquemore,Tamra,ACTOR,2012,6.0,7.4,31442.0,['US']
89272,ts21503,0.0,1.0,0.0,The Mindy Project,SHOW,TV-PG,22,['comedy'],Fortune Feimster,Colette,ACTOR,2012,6.0,7.4,31442.0,['US']
89315,ts20517,0.0,1.0,0.0,Switched at Birth,SHOW,TV-14,44,"['drama', 'family', 'romance']",Vanessa Marano,Bay Kennish,ACTOR,2011,5.0,7.7,24860.0,['US']
89316,ts20517,0.0,1.0,0.0,Switched at Birth,SHOW,TV-14,44,"['drama', 'family', 'romance']",Katie Leclerc,Daphne Vasquez,ACTOR,2011,5.0,7.7,24860.0,['US']
89317,ts20517,0.0,1.0,0.0,Switched at Birth,SHOW,TV-14,44,"['drama', 'family', 'romance']",Lucas Grabeel,Toby Kennish,ACTOR,2011,5.0,7.7,24860.0,['US']
89318,ts20517,0.0,1.0,0.0,Switched at Birth,SHOW,TV-14,44,"['drama', 'family', 'romance']",Lea Thompson,Kathryn Kennish,ACTOR,2011,5.0,7.7,24860.0,['US']
89319,ts20517,0.0,1.0,0.0,Switched at Birth,SHOW,TV-14,44,"['drama', 'family', 'romance']",Constance Marie,Regina Vasquez,ACTOR,2011,5.0,7.7,24860.0,['US']
89320,ts20517,0.0,1.0,0.0,Switched at Birth,SHOW,TV-14,44,"['drama', 'family', 'romance']",D.W. Moffett,John Kennish,ACTOR,2011,5.0,7.7,24860.0,['US']
89373,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Akira Ishida,Aru Akise (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89374,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Minoru Shiraishi,Oji Kosaka (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89375,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Masahiko Tanaka,Keigo Kurusu (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89376,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Takaya Hashi,John Balks (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89377,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Tomosa Murata,Yuno Gasai (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89378,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Mai Aizawa,Minene Uryu (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89379,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Yuki Matsuoka,Hinata Hino (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89380,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Natsuko Kuwatani,Ai Mikami (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89381,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Eri Sendai,Tsubaki Kasugano (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89382,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Asami Sanada,Reisuke Hojo (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89383,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Hiromi Konno,Kamado Ueshita (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89384,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Norio Wakamoto,Deus Ex Machina (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89385,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Tomokazu Seki,Marco Ikusaba (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89386,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Yoshihisa Kawahara,Yomotsu Hirasaka (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89387,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Yukana,Mao Nonosaka (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89388,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Makoto Ishii,Masumi Nishijima (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89389,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Hirokazu Hiramatsu,Karyuudo Tsukishima (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89390,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Jin Domon,Takao Hiyama (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89391,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",misuzu,Yukiteru Amano (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89392,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Manami Honda,Muru-Muru (voice),ACTOR,2011,1.0,7.6,16767.0,['JP']
89393,ts22232,0.0,1.0,0.0,The Future Diary,SHOW,TV-MA,25,"['action', 'romance', 'thriller', 'animation', 'drama']",Naoto Hosoda,--,DIRECTOR,2011,1.0,7.6,16767.0,['JP']
89507,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Dana Delany,Megan Hunt,ACTOR,2011,3.0,7.2,17565.0,['US']
89508,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Jeri Ryan,Kate Murphy,ACTOR,2011,3.0,7.2,17565.0,['US']
89509,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Windell Middlebrooks,Curtis Brumfield,ACTOR,2011,3.0,7.2,17565.0,['US']
89510,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Elyes Gabel,Det. Adam Lucas,ACTOR,2011,3.0,7.2,17565.0,['US']
89511,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Geoffrey Arend,Ethan Gross,ACTOR,2011,3.0,7.2,17565.0,['US']
89512,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Mark Valley,Det. Tommy Sullivan,ACTOR,2011,3.0,7.2,17565.0,['US']
89513,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Mary Mouser,Lacey Fleming,ACTOR,2011,3.0,7.2,17565.0,['US']
89514,ts14179,0.0,1.0,0.0,Body of Proof,SHOW,TV-14,47,"['crime', 'comedy', 'drama']",Joanna Cassidy,Joan Hunt,ACTOR,2011,3.0,7.2,17565.0,['US']
89610,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Ayako Kawasumi,Saber (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89611,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Rikiya Koyama,Kiritsugu Emiya (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89612,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Akio Otsuka,Rider (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89613,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Akira Ishida,Ryuunosuke Uryuu (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89614,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Ayumi Tsunematsu,Maiya Hisau (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89615,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Daisuke Namikawa,Waver Velvet (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89616,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Hikaru Midorikawa,Lancer (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89617,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Jouji Nakata,Kirei Kotomine (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89618,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Megumi Toyoguchi,Sola-Ui Nuada-Re Sophia-Ri (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89619,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Ryotaro Okiayu,Berserker (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89620,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Satoshi Tsuruoka,Caster (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89621,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Sayaka Ohara,Irisviel von Einzbern (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89622,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Show Hayami,Tokiomi Tohsaka (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89623,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Takumi Yamazaki,Kayneth El-Melloi Archibald (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89624,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Tarusuke Shingaki,Kariya Matou (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89625,ts11151,0.0,1.0,0.0,Fate/Zero,SHOW,TV-MA,25,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",Tomokazu Seki,Archer (voice),ACTOR,2011,2.0,8.2,12568.0,['JP']
89649,ts9246,0.0,1.0,1.0,Blue Exorcist,SHOW,TV-14,24,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",Akeno Watanabe,Okumura Rin (voice),ACTOR,2011,2.0,7.5,12741.0,['JP']
89650,ts9246,0.0,1.0,1.0,Blue Exorcist,SHOW,TV-14,24,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",Keiji Fujiwara,Fujimoto Shirou (voice),ACTOR,2011,2.0,7.5,12741.0,['JP']
89651,ts9246,0.0,1.0,1.0,Blue Exorcist,SHOW,TV-14,24,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",Hiroshi Kamiya,Mephisto Pheles (voice),ACTOR,2011,2.0,7.5,12741.0,['JP']
89652,ts9246,0.0,1.0,1.0,Blue Exorcist,SHOW,TV-14,24,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",Jun Fukuyama,Okumura Yukio (voice),ACTOR,2011,2.0,7.5,12741.0,['JP']
89794,ts14992,0.0,1.0,0.0,Brickleberry,SHOW,TV-MA,22,"['comedy', 'animation']",David Herman,Steve Williams (voice),ACTOR,2012,3.0,7.3,15716.0,['US']
89795,ts14992,0.0,1.0,0.0,Brickleberry,SHOW,TV-MA,22,"['comedy', 'animation']",Daniel Tosh,Malloy (voice),ACTOR,2012,3.0,7.3,15716.0,['US']
89796,ts14992,0.0,1.0,0.0,Brickleberry,SHOW,TV-MA,22,"['comedy', 'animation']",Roger Black,Connie Cunaman (voice),ACTOR,2012,3.0,7.3,15716.0,['US']
89797,ts14992,0.0,1.0,0.0,Brickleberry,SHOW,TV-MA,22,"['comedy', 'animation']",Natasha Leggero,Ethel Anderson (voice),ACTOR,2012,3.0,7.3,15716.0,['US']
89798,ts14992,0.0,1.0,0.0,Brickleberry,SHOW,TV-MA,22,"['comedy', 'animation']",Tom Kenny,Woodrow 'Woody' Johnson (voice),ACTOR,2012,3.0,7.3,15716.0,['US']
89799,ts14992,0.0,1.0,0.0,Brickleberry,SHOW,TV-MA,22,"['comedy', 'animation']",Jerry Minor,Denzel Jackson (voice),ACTOR,2012,3.0,7.3,15716.0,['US']
89803,ts20426,0.0,1.0,0.0,Touch,SHOW,TV-14,44,"['scifi', 'crime', 'drama', 'documentation']",Matvey Zubalevich,--,ACTOR,2012,2.0,7.3,42555.0,['US']
89804,ts20426,0.0,1.0,0.0,Touch,SHOW,TV-14,44,"['scifi', 'crime', 'drama', 'documentation']",Pavel Barshak,--,ACTOR,2012,2.0,7.3,42555.0,['US']
89805,ts20426,0.0,1.0,0.0,Touch,SHOW,TV-14,44,"['scifi', 'crime', 'drama', 'documentation']",Aleksandr Semchev,--,ACTOR,2012,2.0,7.3,42555.0,['US']
89806,ts20426,0.0,1.0,0.0,Touch,SHOW,TV-14,44,"['scifi', 'crime', 'drama', 'documentation']",Ekaterina Malikova,--,ACTOR,2012,2.0,7.3,42555.0,['US']
89807,ts20426,0.0,1.0,0.0,Touch,SHOW,TV-14,44,"['scifi', 'crime', 'drama', 'documentation']",Sergey Kolos,--,ACTOR,2012,2.0,7.3,42555.0,['US']
89808,ts20426,0.0,1.0,0.0,Touch,SHOW,TV-14,44,"['scifi', 'crime', 'drama', 'documentation']",Hanna Sahaidachna,Daryna Bilenka,ACTOR,2012,2.0,7.3,42555.0,['US']
89809,ts20426,0.0,1.0,0.0,Touch,SHOW,TV-14,44,"['scifi', 'crime', 'drama', 'documentation']",Владимир Гладкий,--,ACTOR,2012,2.0,7.3,42555.0,['US']
90256,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Laz Alonso,Charlie Duchamp,ACTOR,2011,2.0,7.3,15531.0,['US']
90257,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Domenick Lombardozzi,Ray Zancanelli,ACTOR,2011,2.0,7.3,15531.0,['US']
90258,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Serinda Swan,Erica Reed,ACTOR,2011,2.0,7.3,15531.0,['US']
90259,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Jimmi Simpson,Lloyd Lowery,ACTOR,2011,2.0,7.3,15531.0,['US']
90260,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Brooke Nevin,Julianne Simms,ACTOR,2011,2.0,7.3,15531.0,['US']
90261,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Jason Cerbone,August Tillman,ACTOR,2011,2.0,7.3,15531.0,['US']
90262,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Mark Day,Jimbo Cantrell,ACTOR,2011,2.0,7.3,15531.0,['US']
90263,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Rufus Crawford,Man Walking Dog,ACTOR,2011,2.0,7.3,15531.0,['US']
90264,ts8612,0.0,1.0,0.0,Breakout Kings,SHOW,TV-14,43,"['action', 'drama', 'thriller', 'crime']",Malcolm Goodwin,Sean 'Shea' Daniels,ACTOR,2011,2.0,7.3,15531.0,['US']
90434,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",Erica Dasher,Jane Quimby,ACTOR,2012,1.0,7.5,10358.0,['US']
90435,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",Andie MacDowell,Gray Chandler Murray,ACTOR,2012,1.0,7.5,10358.0,['US']
90436,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",India de Beaufort,India Jordain,ACTOR,2012,1.0,7.5,10358.0,['US']
90437,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",Rowly Dennis,Jeremy Jones,ACTOR,2012,1.0,7.5,10358.0,['US']
90438,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",Matthew Atkinson,Gray Chandler Murray,ACTOR,2012,1.0,7.5,10358.0,['US']
90439,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",Nick Roux,Billy Nutter,ACTOR,2012,1.0,7.5,10358.0,['US']
90440,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",Meagan Tandy,Lulu Pope,ACTOR,2012,1.0,7.5,10358.0,['US']
90441,ts26999,0.0,1.0,0.0,Jane by Design,SHOW,TV-14,43,"['drama', 'comedy']",David Clayton Rogers,Benjamin 'Ben' Quimby,ACTOR,2012,1.0,7.5,10358.0,['US']
90571,ts22413,0.0,1.0,0.0,Vikings,SHOW,TV-MA,45,"['action', 'drama', 'war', 'history', 'romance', 'european']",Alex Høgh Andersen,Ivar the Boneless,ACTOR,2013,6.0,8.5,508388.0,['CA']
90572,ts22413,0.0,1.0,0.0,Vikings,SHOW,TV-MA,45,"['action', 'drama', 'war', 'history', 'romance', 'european']",Jordan Patrick Smith,Ubbe Lothbrok,ACTOR,2013,6.0,8.5,508388.0,['CA']
90573,ts22413,0.0,1.0,0.0,Vikings,SHOW,TV-MA,45,"['action', 'drama', 'war', 'history', 'romance', 'european']",Marco Ilsø,Hvitserk Lothbrok,ACTOR,2013,6.0,8.5,508388.0,['CA']
