,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,genres,name,character,role,release_year,seasons,imdb_score,imdb_votes,production_countries
17728,ts42168,1.0,0.0,0.0,Resurrection: Ertugrul,SHOW,TV-14,57,"['action', 'war', 'drama', 'history']",Nurettin Sönmez,Bamsı Beyrek,ACTOR,2014,5.0,7.9,36177.0,['TR']
17729,ts42168,1.0,0.0,0.0,Resurrection: Ertugrul,SHOW,TV-14,57,"['action', 'war', 'drama', 'history']",Celal Al,Abdurrahman,ACTOR,2014,5.0,7.9,36177.0,['TR']
17973,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Park Shin-hye,Cha Eun-sang,ACTOR,2013,1.0,7.5,10653.0,['KR']
17974,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Lee Min-ho ,Kim Tan,ACTOR,2013,1.0,7.5,10653.0,['KR']
17975,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Kim Woo-bin,Choi Young-do,ACTOR,2013,1.0,7.5,10653.0,['KR']
17976,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Choi Jin-hyuk,Kim Won,ACTOR,2013,1.0,7.5,10653.0,['KR']
17977,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Kim Ji-won,Rachel Yoo,ACTOR,2013,1.0,7.5,10653.0,['KR']
17978,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Krystal Jung,Lee Bo-na,ACTOR,2013,1.0,7.5,10653.0,['KR']
17979,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Kang Ha-neul,Lee Hyo-shin,ACTOR,2013,1.0,7.5,10653.0,['KR']
17980,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Park Hyung-sik,Jo Myung-soo,ACTOR,2013,1.0,7.5,10653.0,['KR']
17981,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Im Joo-eun,Jeon Hyun-joo,ACTOR,2013,1.0,7.5,10653.0,['KR']
17982,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Kim Sung-ryung,Han Ki-ae,ACTOR,2013,1.0,7.5,10653.0,['KR']
17983,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Choi Won-young,Yoon Jae-ho,ACTOR,2013,1.0,7.5,10653.0,['KR']
17984,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Jo Yoon-woo,Moon Joon-young,ACTOR,2013,1.0,7.5,10653.0,['KR']
17985,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Park Joon-geum,Jeong Ji-suk,ACTOR,2013,1.0,7.5,10653.0,['KR']
17986,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Kang Min-hyuk,Yoon Chan Young,ACTOR,2013,1.0,7.5,10653.0,['KR']
17987,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Jeon Soo-jin,Kang Ye-sol,ACTOR,2013,1.0,7.5,10653.0,['KR']
17988,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Kim Mi-kyeong,Park Hui-nam,ACTOR,2013,1.0,7.5,10653.0,['KR']
17989,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Kang Shin-hyo,--,DIRECTOR,2013,1.0,7.5,10653.0,['KR']
17990,ts22445,1.0,0.0,0.0,The Heirs,SHOW,,59,"['comedy', 'drama', 'romance']",Boo Sung-Chul,--,DIRECTOR,2013,1.0,7.5,10653.0,['KR']
20093,ts8,1.0,0.0,0.0,Better Call Saul,SHOW,TV-MA,49,"['drama', 'crime']",Bob Odenkirk,Jimmy McGill,ACTOR,2015,6.0,8.8,438575.0,['US']
20094,ts8,1.0,0.0,0.0,Better Call Saul,SHOW,TV-MA,49,"['drama', 'crime']",Jonathan Banks,Mike Ehrmantraut,ACTOR,2015,6.0,8.8,438575.0,['US']
20095,ts8,1.0,0.0,0.0,Better Call Saul,SHOW,TV-MA,49,"['drama', 'crime']",Rhea Seehorn,Kim Wexler,ACTOR,2015,6.0,8.8,438575.0,['US']
20096,ts8,1.0,0.0,0.0,Better Call Saul,SHOW,TV-MA,49,"['drama', 'crime']",Patrick Fabian,Howard Hamlin,ACTOR,2015,6.0,8.8,438575.0,['US']
20097,ts8,1.0,0.0,0.0,Better Call Saul,SHOW,TV-MA,49,"['drama', 'crime']",Michael Mando,Nacho Varga,ACTOR,2015,6.0,8.8,438575.0,['US']
20098,ts8,1.0,0.0,0.0,Better Call Saul,SHOW,TV-MA,49,"['drama', 'crime']",Tony Dalton,Lalo Salamanca,ACTOR,2015,6.0,8.8,438575.0,['US']
20099,ts8,1.0,0.0,0.0,Better Call Saul,SHOW,TV-MA,49,"['drama', 'crime']",Giancarlo Esposito,Gustavo Fring,ACTOR,2015,6.0,8.8,438575.0,['US']
20100,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Winona Ryder,Joyce Byers,ACTOR,2016,5.0,8.7,1101055.0,['US']
20101,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",David Harbour,Jim Hopper,ACTOR,2016,5.0,8.7,1101055.0,['US']
20102,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Millie Bobby Brown,Eleven,ACTOR,2016,5.0,8.7,1101055.0,['US']
20103,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Finn Wolfhard,Mike Wheeler,ACTOR,2016,5.0,8.7,1101055.0,['US']
20104,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Gaten Matarazzo,Dustin Henderson,ACTOR,2016,5.0,8.7,1101055.0,['US']
20105,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Caleb McLaughlin,Lucas Sinclair,ACTOR,2016,5.0,8.7,1101055.0,['US']
20106,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Noah Schnapp,Will Byers,ACTOR,2016,5.0,8.7,1101055.0,['US']
20107,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Sadie Sink,Max Mayfield,ACTOR,2016,5.0,8.7,1101055.0,['US']
20108,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Natalia Dyer,Nancy Wheeler,ACTOR,2016,5.0,8.7,1101055.0,['US']
20109,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Charlie Heaton,Jonathan Byers,ACTOR,2016,5.0,8.7,1101055.0,['US']
20110,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Joe Keery,Steve Harrington,ACTOR,2016,5.0,8.7,1101055.0,['US']
20111,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Maya Hawke,Robin Buckley,ACTOR,2016,5.0,8.7,1101055.0,['US']
20112,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Brett Gelman,Murray Bauman,ACTOR,2016,5.0,8.7,1101055.0,['US']
20113,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Priah Ferguson,Erica Sinclair,ACTOR,2016,5.0,8.7,1101055.0,['US']
20114,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Matthew Modine,Martin Brenner,ACTOR,2016,5.0,8.7,1101055.0,['US']
20115,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Paul Reiser,Sam Owens,ACTOR,2016,5.0,8.7,1101055.0,['US']
20116,ts38796,1.0,0.0,0.0,Stranger Things,SHOW,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",Jamie Campbell Bower,Henry Creel / One / Vecna,ACTOR,2016,5.0,8.7,1101055.0,['US']
20117,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Eugene Levy,Johnny Rose,ACTOR,2015,6.0,8.5,115758.0,['CA']
20118,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Catherine O'Hara,Moira Rose,ACTOR,2015,6.0,8.5,115758.0,['CA']
20119,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Dan Levy,David Rose,ACTOR,2015,6.0,8.5,115758.0,['CA']
20120,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Annie Murphy,Alexis Rose,ACTOR,2015,6.0,8.5,115758.0,['CA']
20121,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Emily Hampshire,Stevie Budd,ACTOR,2015,6.0,8.5,115758.0,['CA']
20122,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Chris Elliott,Roland Schitt,ACTOR,2015,6.0,8.5,115758.0,['CA']
20123,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Jennifer Robertson,Jocelyn Schitt,ACTOR,2015,6.0,8.5,115758.0,['CA']
20124,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Sarah Levy,Twyla Sands,ACTOR,2015,6.0,8.5,115758.0,['CA']
20125,ts21867,1.0,0.0,0.0,Schitt's Creek,SHOW,TV-14,22,['comedy'],Noah Reid,Patrick Brewer,ACTOR,2015,6.0,8.5,115758.0,['CA']
20126,ts41766,1.0,0.0,0.0,The Good Place,SHOW,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",Kristen Bell,Eleanor Shellstrop,ACTOR,2016,4.0,8.2,152884.0,['US']
20127,ts41766,1.0,0.0,0.0,The Good Place,SHOW,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",Ted Danson,Michael,ACTOR,2016,4.0,8.2,152884.0,['US']
20128,ts41766,1.0,0.0,0.0,The Good Place,SHOW,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",William Jackson Harper,Chidi Anagonye,ACTOR,2016,4.0,8.2,152884.0,['US']
20129,ts41766,1.0,0.0,0.0,The Good Place,SHOW,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",Jameela Jamil,Tahani Al-Jamil,ACTOR,2016,4.0,8.2,152884.0,['US']
20130,ts41766,1.0,0.0,0.0,The Good Place,SHOW,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",Manny Jacinto,Jason Mendoza,ACTOR,2016,4.0,8.2,152884.0,['US']
20131,ts41766,1.0,0.0,0.0,The Good Place,SHOW,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",D'Arcy Carden,Janet,ACTOR,2016,4.0,8.2,152884.0,['US']
20132,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Kazuhiro Yamaji,Silverfang (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20133,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Yuichi Nakamura,License-less Rider (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20134,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Kenjiro Tsuda,Atomic Samurai (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20135,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Aoi Yuki,Terrible Tornado (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20136,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Hiroki Yasumoto,King (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20137,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Saori Hayami,Hellish Blizzard (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20138,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Makoto Furukawa,Saitama (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20139,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Kaito Ishikawa,Genos (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20140,ts37539,1.0,0.0,0.0,One-Punch Man,SHOW,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",Hikaru Midorikawa,Garou (voice),ACTOR,2015,2.0,8.7,152231.0,['JP']
20164,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Alexander Dreymon,Uhtred of Bebbanburg,ACTOR,2015,5.0,8.5,132561.0,['GB']
20165,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Emily Cox,Brida,ACTOR,2015,5.0,8.5,132561.0,['GB']
20166,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Eliza Butterworth,Aelswith,ACTOR,2015,5.0,8.5,132561.0,['GB']
20167,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Mark Rowley,Finan,ACTOR,2015,5.0,8.5,132561.0,['GB']
20168,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Ruby Hartley,Stiorra,ACTOR,2015,5.0,8.5,132561.0,['GB']
20169,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Cavan Clerkin,Father Pyrlig,ACTOR,2015,5.0,8.5,132561.0,['GB']
20170,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Arnas Fedaravicius,Sihtric,ACTOR,2015,5.0,8.5,132561.0,['GB']
20171,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Harry Gilby,Aethelstan,ACTOR,2015,5.0,8.5,132561.0,['GB']
20172,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Timothy Innes,Edward,ACTOR,2015,5.0,8.5,132561.0,['GB']
20173,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Stefanie Martini,Eadith,ACTOR,2015,5.0,8.5,132561.0,['GB']
20174,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Phia Saban,Aelfwynn,ACTOR,2015,5.0,8.5,132561.0,['GB']
20175,ts36577,1.0,0.0,0.0,The Last Kingdom,SHOW,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",Adrian Schiller,Aethelhelm,ACTOR,2015,5.0,8.5,132561.0,['GB']
20176,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Yoshitsugu Matsuoka,Soma Yukihira,ACTOR,2015,5.0,8.2,10022.0,['JP']
20177,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Ai Kayano,Ryoko Sakaki,ACTOR,2015,5.0,8.2,10022.0,['JP']
20178,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Maaya Uchida,Yuki Yoshino,ACTOR,2015,5.0,8.2,10022.0,['JP']
20179,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Chinatsu Akasaki,Alice Nakiri,ACTOR,2015,5.0,8.2,10022.0,['JP']
20180,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Risa Taneda,Nakiri Erina,ACTOR,2015,5.0,8.2,10022.0,['JP']
20181,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Minami Takahashi,Tadokoro Megumi,ACTOR,2015,5.0,8.2,10022.0,['JP']
20182,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Kengo Kawanishi,Shoji Sato,ACTOR,2015,5.0,8.2,10022.0,['JP']
20183,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Asami Seto,Houjou Miyoko,ACTOR,2015,5.0,8.2,10022.0,['JP']
20184,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Saori Onishi,Arato Hisako,ACTOR,2015,5.0,8.2,10022.0,['JP']
20185,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Junichi Yanagita,Aoki Daigo,ACTOR,2015,5.0,8.2,10022.0,['JP']
20186,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Junichi Suwabe,Hayama Akira,ACTOR,2015,5.0,8.2,10022.0,['JP']
20187,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Taishi Murata,Ibusaki Shun,ACTOR,2015,5.0,8.2,10022.0,['JP']
20188,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Yuki Ono,Isami Aldini,ACTOR,2015,5.0,8.2,10022.0,['JP']
20189,ts35201,1.0,0.0,0.0,Food Wars! Shokugeki no Soma,SHOW,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",Takahiro Sakurai,Isshiki Satoshi,ACTOR,2015,5.0,8.2,10022.0,['JP']
20235,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Olivia Colman,Queen Elizabeth II,ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20236,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Emma Corrin,"Diana, Princess of Wales",ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20237,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Tobias Menzies,"Prince Philip, Duke of Edinburgh",ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20238,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Josh O'Connor,Prince Charles,ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20239,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Erin Doherty,Princess Anne,ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20240,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Helena Bonham Carter,Princess Margaret,ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20241,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Marion Bailey,Queen Elizabeth the Queen Mother,ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20242,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Gillian Anderson,Margaret Thatcher,ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20243,ts42069,1.0,0.0,0.0,The Crown,SHOW,TV-MA,56,"['drama', 'history', 'european']",Stephen Boxer,Denis Thatcher,ACTOR,2016,5.0,8.7,194243.0,"['GB', 'US']"
20244,ts36885,1.0,0.0,0.0,Ash vs Evil Dead,SHOW,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",Bruce Campbell,Ashley 'Ash' J. Williams,ACTOR,2015,3.0,8.4,70087.0,['US']
20245,ts36885,1.0,0.0,0.0,Ash vs Evil Dead,SHOW,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",Lucy Lawless,Ruby Knowby,ACTOR,2015,3.0,8.4,70087.0,['US']
20246,ts36885,1.0,0.0,0.0,Ash vs Evil Dead,SHOW,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",Ray Santiago,Pablo Simon Bolivar,ACTOR,2015,3.0,8.4,70087.0,['US']
20247,ts36885,1.0,0.0,0.0,Ash vs Evil Dead,SHOW,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",Dana DeLorenzo,Kelly Maxwell,ACTOR,2015,3.0,8.4,70087.0,['US']
20248,ts36885,1.0,0.0,0.0,Ash vs Evil Dead,SHOW,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",Arielle O'Neill,Brandy Barr,ACTOR,2015,3.0,8.4,70087.0,['US']
20407,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",Tom Ellis,Lucifer Morningstar / Michael,ACTOR,2016,6.0,8.1,313124.0,['US']
20408,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",Lauren German,Chloe Decker,ACTOR,2016,6.0,8.1,313124.0,['US']
20409,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",Kevin Alejandro,Dan Espinoza,ACTOR,2016,6.0,8.1,313124.0,['US']
20410,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",D.B. Woodside,Amenadiel,ACTOR,2016,6.0,8.1,313124.0,['US']
20411,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",Lesley-Ann Brandt,"Mazikeen ""Maze""",ACTOR,2016,6.0,8.1,313124.0,['US']
20412,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",Aimee Garcia,Ella Lopez,ACTOR,2016,6.0,8.1,313124.0,['US']
20413,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",Rachael Harris,Linda Martin,ACTOR,2016,6.0,8.1,313124.0,['US']
20414,ts36147,1.0,0.0,0.0,Lucifer,SHOW,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",Brianna Hildebrand,Rory,ACTOR,2016,6.0,8.1,313124.0,['US']
20419,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Brit Marling,OA / Nina Azarova,ACTOR,2016,2.0,7.8,103176.0,['US']
20420,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Jason Isaacs,Dr. Hunter 'Hap' Percy,ACTOR,2016,2.0,7.8,103176.0,['US']
20421,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Emory Cohen,Homer Roberts,ACTOR,2016,2.0,7.8,103176.0,['US']
20422,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Kingsley Ben-Adir,Karim Washington,ACTOR,2016,2.0,7.8,103176.0,['US']
20423,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Phyllis Smith,Elizabeth 'Betty' Broderick-Allen,ACTOR,2016,2.0,7.8,103176.0,['US']
20424,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Patrick Gibson,Steve Winchell,ACTOR,2016,2.0,7.8,103176.0,['US']
20425,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Brendan Meyer,Jesse,ACTOR,2016,2.0,7.8,103176.0,['US']
20426,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Brandon Perea,Alfonso 'French' Sosa,ACTOR,2016,2.0,7.8,103176.0,['US']
20427,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Ian Alexander,Buck Vu / Michel Vu,ACTOR,2016,2.0,7.8,103176.0,['US']
20428,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Will Brill,Scott Brown,ACTOR,2016,2.0,7.8,103176.0,['US']
20429,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Sharon Van Etten,Rachel,ACTOR,2016,2.0,7.8,103176.0,['US']
20430,ts53051,1.0,0.0,0.0,The OA,SHOW,TV-MA,55,"['scifi', 'drama', 'fantasy']",Paz Vega,Renata,ACTOR,2016,2.0,7.8,103176.0,['US']
